	Japanese	English	Japanese Example	English Sentence	listening score	speaking score
910	しゅじん	master, husband	<b>しゅじん</b> は いま るす です	My husband is out now.	0	0
911	ぎいん	legislator	かれ は こっかい <b>ぎいん</b> です	He's a congressman.	0	0
912	かいぎ	conference, meeting	きょう の ごご だいじ な <b>かいぎ</b> が あります	There's an important meeting this afternoon.	0	0
913	きのう	yesterday@function, feature	<b>きのう</b> ともだち に あった@この そふと に は いろいろな <b>きのう</b> が あります	I met a friend yesterday.@This software has a lot of various features.	0	0
914	パトカー	police car, patrol car	あそこ に <b>ぱとかー</b> が いる	There's a police car over there.	0	0
915	たいする	face, be in response to	その しつもん に <b>たいする</b> こたえ が みつからなかった	I couldn't find an answer to that question.	0	0
916	たいりつ	opposition, antagonism	その にしゃ は <b>たいりつ</b> して います	The two companies are against each other.	0	0
917	はんたい	oppose, object	わたし は <b>はんたい</b> です	I'm against it.	0	0
918	こたえ	answer, solution	かれ は その もんだい の <b>こたえ</b> が わからない	He doesn't know the answer to the problem.	0	0
919	ハンバーガー	hamburger	きょう の ひるごはん は <b>はんばーがー</b> でした	I had a hamburger for lunch today.	0	0
920	とくに	specially, particularly	<b>とくに</b> しつもん は ありません	I don't particularly have any questions.	0	0
921	とっきゅう	super-express	とうきょう まで <b>とっきゅう</b> で さんじかん かかります	It takes three hours to Tokyo by special express.	0	0
922	とくべつ	special, extraordinary	あなた は わたし に とって <b>とくべつ</b> な ひと です	You're special to me.	0	0
923	うち	inside@house, home	こころ の <b>うち</b> を お はなし ください@<b>うち</b> に あそび に きて ください	Please speak your mind.@Please come over to my house.	0	0
924	べつべつ	separately	<b>べつべつ</b> に はらいましょう	Let's get separate checks.	0	0
925	エスカレーター	escalator	さんかい まで <b>えすかれーたー</b> で いきましょう	Let's take the escalator up to the third floor.	0	0
926	あう	meet@fit@meet@meet with, encounter	また <b>あいましょう</b>@この くつ は わたし の あし に <b>あって いる</b>@ついに すばらしい じょせい に <b>あえた</b> 。@かれ は こうつう じこ に <b>あった</b>	Let's meet again.@These shoes fit me.@I've finally met a wonderful woman.@He had a traffic accident.	0	0
927	いっぱん	general, common	<b>いっぱん</b> の かた は こちら の せき へ どうぞ	General seating is over here.	0	0
928	もくてき	object, purpose	かれ が きた <b>もくてき</b> が わかりません	I don't know the purpose of his visit.	0	0
929	タオル	towel	わたし は <b>たおる</b> で かお を ふいた	I wiped my face with a towel.	0	0
930	ならぶ	line up, be parallel	ここ に <b>ならんで</b> ください	Please line up here.	0	0
931	ならべる	line up, display, set up	わたし は りょうり を てーぶる に <b>ならべた</b>	I arranged the food on the table.	0	0
932	へいわ	peace, harmony	この くに は <b>へいわ</b> です	This country is peaceful.	0	0
933	こうとうがっこう	senior high school	おとうと が <b>こうとうがっこう</b> を そつぎょう しました	My little brother graduated from high school.	0	0
934	パチンコ	pachinko (vertical pinball)	かれ は まいにち <b>ぱちんこ</b> を して います	He plays pachinko every day.	0	0
935	びょういん	hospital	<b>びょういん</b> は どこ です か	Where is the hospital?	0	0
936	にゅういん	be hospitalized	きのう はは が <b>にゅういん</b> しました	My mother was hospitalized yesterday.	0	0
937	だいがくいん	graduate school	かれ は <b>だいがくいん</b> に すすみました	He's gone on to graduate school.	0	0
938	いしゃ	doctor	わたし は <b>いしゃ</b> に そうだん した	I consulted the doctor.	0	0
939	みかん	tangerine, mandarin orange	<b>みかん</b> を ひとつ ください	Please give me a tangerine.	0	0
940	おいしゃさん	doctor	ねつ が ある の で <b>おいしゃさん</b> に いった	I went to the doctor because I had a fever.	0	0
941	はいしゃ	dentist	わたし は <b>はいしゃ</b> が きらい です	I hate the dentist.	0	0
942	はぶらし	toothbrush	あたらしい <b>はぶらし</b> が ひつよう だ	I need a new toothbrush.	0	0
943	ケーキ	cake	たんじょうび に <b>けーき</b> を たべました	We ate cake on his birthday.	0	0
944	きょうかしょ	textbook, schoolbook	にほんご の <b>きょうかしょ</b> を わすれた	I forgot my Japanese textbook.	0	0
945	なおす	cure, heal@repair, cure, alter	はやく かぜ を <b>なおして</b> ください@わたし が それ を <b>なおしました</b>	I hope your cold gets better soon.@I mended it.	0	0
946	りか	science	わたし は <b>りか</b> が とくい です	I'm good at science.	0	0
947	コップ	cup, glass	わたし は まいあさ <b>こっぷ</b> いっぱい の みず を のむ	I drink a glass of water every morning.	0	0
948	いそがしい	busy, occupied	<b>いそがしい</b> の で てつだって ください	I have a lot to do, so please help me out.	0	0
949	つかれる	get tired, become fatigued	わたし は <b>つかれて</b> ふらふら です	I'm tired and feel dizzy.	0	0
950	きんえん	no smoking, giving up smoking	かれ は いま <b>きんえん</b> して います	He's stopped smoking now.	0	0
951	よっぱらい	drunkard, boozer	かれ は ただ の <b>よっぱらい</b> です	He's nothing but a drunk.	0	0
952	ナイロン	nylon	この じゃけっと は <b>ないろん</b> で できて います	This jacket is made of nylon.	0	0
953	よっぱらう	get drunk	ゆうべ は <b>よっぱらいました</b>	I got drunk last night.	0	0
954	あぶない	dangerous, uncertain	その みち は くるま が おおくて <b>あぶない</b>	There are many cars on that road, so it's dangerous.	0	0
955	そんざい	existence, being	うちゅうじん は <b>そんざい</b> する と おもいます か	Do you think that aliens exist?	0	0
956	スーツ	suit	あの <b>すーつ</b> は そんなに たかく ない	That suit is reasonably priced.	0	0
957	ちゅうもく	attention, notice	わたしたち は その かいしゃ に <b>ちゅうもく</b> して いる	We have our eyes on that company.	0	0
958	ちゅうもん	order, request	れすとらん で ぴざ を <b>ちゅうもん</b> しました	I ordered pizza at the restaurant.	0	0
959	いみ	meaning, significance	それ は どういう <b>いみ</b> です か	What does that mean?	0	0
960	いけん	opinion	あなた の <b>いけん</b> が ききたい です	I want to hear your opinion.	0	0
961	ふる	wave, shake, brandish@fall, come down	いぬ が しっぽ を <b>ふって いる</b>@はげしい あめ が <b>ふって います</b>	The dog is wagging its tail.@A very heavy rain is falling.	0	0
962	チケット	ticket	この ゆうえんち の <b>ちけっと</b> は さんぜんえん です	The tickets for this amusement park are 3000 yen.	0	0
963	ちゅうい	attention, care, watch out	くるま に <b>ちゅうい</b> して ください	Please watch out for traffic.	0	0
964	たしか	for sure, for certain	かれ の しょうしん は <b>たしか</b> だ	He's sure to get a promotion.	0	0
965	かくにん	confirmation	もう いちど よやく を <b>かくにん</b> した	I confirmed my reservation one more time.	0	0
966	チョコレート	chocolate	いもうと は <b>ちょこれーと</b> が だいすき です	My little sister loves chocolate.	0	0
967	ジェットき	jet airplane	<b>じぇっとき</b> が とんで いる	The jet plane is flying.	0	0
968	ざいりょう	material, factor	さらだ の <b>ざいりょう</b> を そろえました	I have all the ingredients for the salad.	0	0
969	チャンネル	channel	てれび の <b>ちゃんねる</b> を かえて ください	Please change the TV channel.	0	0
970	ぐたいてき	concrete, specific	<b>ぐたいてき</b> な れい を いくつか みせて ください	Please show me some concrete examples.	0	0
971	もとづく	be based on	この はなし は しんじつ に <b>もとづいて います</b>	This story is based on truth.	0	0
972	きほん	basis, foundation	いま じゃず だんす の <b>きほん</b> を ならって います	We're learning the basics of jazz dance at the moment.	0	0
973	しょうしょう	a little, a few@a little, a few	しお を <b>しょうしょう</b> いれて ください@<b>しょうしょう</b> の こと は がまん します	Please put in a little salt.@I can put up with minor things.	0	0
974	つまらない	boring, dull	かれ の はなし は <b>つまらない</b> です ね	What he's talking about is boring.	0	0
975	あがる	go up, rise@get nervous, get stage fright@be completed@eat, drink	わたしたち は にかい に <b>あがった</b>@かれ は ひとまえ だ と <b>あがって しまう</b>@きょう は しごと が はやく <b>あがった</b> ん だ@さめない うち に どうぞ お<b>あがり</b> ください	We went up to the second floor.@He gets nervous in front of other people.@I finished work early today.@Please eat it while it is still hot.	0	0
976	そなえる	provide for, furnish	さいがい に <b>そなえて</b> たいりょう の みず を かいこんだ	I bought large quantities of water to prepare for disasters.	0	0
977	じゅんび	provide for, prepare for	あす の かいぎ の <b>じゅんび</b> を した	I prepared for tomorrow's meeting.	0	0
978	せっけい	design, plan	あに は ふね の <b>せっけい</b> を して います	My big brother is designing a ship.	0	0
