Kanji	English	Reading	Example Sentence	Example Sentence Reading	English Sentence	reading score	writing score
急に	suddenly, unexpectedly	きゅうに	<b>急に</b>用事を思い出した。	<b>きゅうに</b> ようじ を おもいだした	I suddenly remembered I have something to do.	0	0
急	urgent, dire, pressing	きゅう	<b>急</b>な坂道を上った。	<b>きゅう</b> な さかみち を のぼった	I went up the steep hill.	0	0
急行	express train, going in a hurry	きゅうこう	ちょうど<b>急行</b>電車が来た。	ちょうど <b>きゅうこう</b> でんしゃ が きた	The express train just came.	0	0
切れる	run out, expire, can cut	きれる	このはさみはよく<b>切れます</b>ね。	この はさみ は よく <b>きれます</b> ね	These scissors cut well.	0	0
ドラマ	drama, theater, soap opera	ドラマ	私は<b>ドラマ</b>を見るのが好きです。	わたし は <b>どらま</b> を みる の が すき です	I like to watch TV dramas.	0	0
切手	postage stamp	きって	郵便局で<b>切手</b>を買いました。	ゆうびんきょく で <b>きって</b> を かいました	I bought a stamp at the post office.	0	0
売り切れる	be sold out, go out of stock	うりきれる	その本は直ぐ<b>売り切れた</b>。	その ほん は すぐ <b>うりきれた</b>	The book sold out quickly.	0	0
売り切れ	sellout, sold out	うりきれ	チケットはもう<b>売り切れ</b>だって。	ちけっと は もう <b>うりきれ</b> だって	The tickets have sold out already.	0	0
大切	important, valuable	たいせつ	これは母が<b>大切</b>にしていた指輪です。	これ は はは が <b>たいせつ</b> に して いた ゆびわ です	This is a ring that meant a lot to my mother.	0	0
ビザ	visa	ビザ	学生<b>ビザ</b>を持っています。	がくせい <b>びざ</b> を もって います	He has a student visa.	0	0
切符	ticket	きっぷ	東京までの<b>切符</b>を買った。	とうきょう まで の <b>きっぷ</b> を かった	I bought a ticket to Tokyo.	0	0
入場券	entrance ticket	にゅうじょうけん	<b>入場券</b>は3000円です。	<b>にゅうじょうけん</b> は さんぜんえん です	The admission ticket is 3,000 yen.	0	0
家賃	rent	やちん	ここの<b>家賃</b>は12万円です。	ここ の <b>やちん</b> は じゅうにまんえん です	The rent here is 120,000 yen.	0	0
時代	age, antiquity	じだい	今は便利さとスピードの<b>時代</b>だ。	いま は べんりさ と すぴーど の <b>じだい</b> だ	This is the age of convenience and speed.	0	0
ポケット	pocket	ポケット	財布を<b>ポケット</b>にしまった。	さいふ を <b>ぽけっと</b> に しまった	I put my wallet in my pocket.	0	0
代わる	substitute, be substituted for	かわる	上司に<b>代わって</b>会議に出た。	じょうし に <b>かわって</b> かいぎ に でた	I attended the conference in place of my boss.	0	0
代える	substitute, use in place of	かえる	社長に<b>代えて</b>部長を出席させます。	しゃちょう に <b>かえて</b> ぶちょう を しゅっせき させます	I'll have the department manager attend in place of the president.	0	0
指	finger, toe	ゆび	彼は<b>指</b>が太い。	かれ は <b>ゆび</b> が ふとい	His fingers are fat.	0	0
決定	decision, settlement	けってい	会議で重要な<b>決定</b>がありました。	かいぎ で じゅうよう な <b>けってい</b> が ありました	An important decision was made at the conference.	0	0
そろそろ	soon, quietly	そろそろ	<b>そろそろ</b>始めましょうか。	<b>そろそろ</b> はじめましょう か	It's about time to begin.	0	0
一定	constant, standard	いってい	申し込むには<b>一定</b>の資格が要る。	もうしこむ に は <b>いってい</b> の しかく が いる	You need certain qualifications to apply.	0	0
定期券	commuter's pass	ていきけん	<b>定期券</b>は1万2千円でした。	<b>ていきけん</b> は いちまんにせんえん でした	The commuter pass was 1,2000 yen.	0	0
予定	schedule, plan	よてい	今日の<b>予定</b>を教えてください。	きょう の <b>よてい</b> を おしえて ください	Please tell me what your schedule is for today.	0	0
天気予報	weather forecast	てんきよほう	明日の<b>天気予報</b>は雨です。	あした の <b>てんきよほう</b> は あめ です	Rain is forecast for tomorrow.	0	0
ぶどう	grapes	ぶどう	私は<b>ぶどう</b>が好きです。	わたし は <b>ぶどう</b> が すき です	I like grapes.	0	0
予習	preparation, previewing (a lesson)	よしゅう	明日の<b>予習</b>をしましょう。	あした の <b>よしゅう</b> を しましょう	Let's prepare for tomorrow.	0	0
予約	reservation, subscription	よやく	レストランを<b>予約</b>しました。	れすとらん を <b>よやく</b> しました	I made a reservation at the restaurant.	0	0
約束	promise, vow	やくそく	<b>約束</b>は守ります。	<b>やくそく</b> は まもります	I keep my promises.	0	0
変わる	change	かわる	信号が青に<b>変わりました</b>。	しんごう が あお に <b>かわりました</b>。	The traffic light turned green.	0	0
めったに	rarely	めったに	彼女は<b>めったに</b>怒りません。	かのじょ は <b>めったに</b> おこりません 。	She rarely gets angry.	0	0
大変	awful, serious	たいへん	<b>大変</b>なことが起こりました。	<b>たいへん</b> な こと が おこりました	A terrible thing happened.	0	0
変	strange, weird, funny	へん	<b>変</b>な音が聞こえます。	<b>へん</b> な おと が きこえます	I hear a strange sound.	0	0
変化	change	へんか	今年は<b>変化</b>の多い年でした。	ことし は <b>へんか</b> の おおい とし でした	There was a lot of change this year.	0	0
強化	strengthening	きょうか	国は国語教育を<b>強化</b>しています。	くに は こくご きょういく を <b>きょうか</b> して います	Our government is strengthening its program in native language education.	0	0
クリスマス	Christmas	クリスマス	<b>クリスマス</b>にはケーキを食べます。	<b>くりすます</b> に は けーき を たべます	We eat cake at Christmas.	0	0
文化	culture	ぶんか	私はこの国の<b>文化</b>を勉強しています。	わたし は この くに の <b>ぶんか</b> を べんきょう して います	I'm studying this country's culture.	0	0
増える	increase, accrue	ふえる	この町は人口が<b>増えた</b>。	この まち は じんこう が <b>ふえた</b>	The population has increased in this town.	0	0
増やす	increase, add	ふやす	あの町は緑を<b>増やしています</b>。	あの まち は みどり を <b>ふやして います</b>	That town is increasing its greenery.	0	0
減る	decrease, diminish	へる	体重がかなり<b>減りました</b>。	たいじゅう が かなり <b>へりました</b>	I've lost a lot of weight.	0	0
ネクタイ	tie, necktie	ネクタイ	父の日に<b>ネクタイ</b>をプレゼントした。	ちちのひ に <b>ねくたい</b> を ぷれぜんと した	I gave him a tie on Father's Day.	0	0
減らす	decrease, reduce	へらす	最近、食事を<b>減らしています</b>。	さいきん しょくじ を <b>へらして います</b>	I've been eating less recently.	0	0
乗り物	vehicle, conveyance	のりもの	自転車は便利な<b>乗り物</b>です。	じてんしゃ は べんり な <b>のりもの</b> です	Bicycles are a convenient form of transport.	0	0
降りる	get off, land	おりる	次の駅で<b>降ります</b>。	つぎ の えき で <b>おります</b>。	I get off at the next station.	0	0
降ろす	unload, set down	おろす	彼は車から荷物を<b>降ろした</b>。	かれ は くるま から にもつ を <b>おろした</b>	He unloaded the luggage from the car.	0	0
バイオリン	violin	バイオリン	彼女は<b>バイオリン</b>を習っています。	かのじょ は <b>ばいおりん</b> を ならって います	She's learning the violin.	0	0
降る	fall, come down	ふる	激しい雨が<b>降っています</b>。	はげしい あめ が <b>ふって います</b>	A very heavy rain is falling.	0	0
着く	arrive, make contact, settle	つく	午後8時に大阪に<b>着きます</b>。	ごご はちじ に おおさか に <b>つきます</b>	I arrive in Osaka at 8:00 pm.	0	0
着物	clothes, kimono	きもの	彼女は<b>着物</b>がよく似合います。	かのじょ は <b>きもの</b> が よく にあいます	She looks good in a kimono.	0	0
下着	underwear	したぎ	私は<b>下着</b>を手で洗う。	わたし は <b>したぎ</b> を て で あらう	I wash my underwear by hand.	0	0
パスポート	passport	パスポート	<b>パスポート</b>が見つからない。	<b>ぱすぽーと</b> が みつからない	I can't find my passport.	0	0
上着	coat, jacket	うわぎ	暑いので<b>上着</b>を脱ぎました。	あつい の で <b>うわぎ</b> を ぬぎました	I took my jacket off because it was hot.	0	0
着せる	dress, put on clothes	きせる	娘に可愛いドレスを<b>着せた</b>。	むすめ に かわいい どれす を <b>きせた</b>	I dressed my daughter in a cute dress.	0	0
脱ぐ	remove clothes, take off	ぬぐ	靴を<b>脱いで</b>ください。	くつ を <b>ぬいで</b> ください	Please take off your shoes.	0	0
立場	standpoint, position	たちば	彼女は自分の<b>立場</b>を分かっていない。	かのじょ は じぶん の <b>たちば</b> を わかって いない	She doesn't understand her position.	0	0
バッグ	bag	バッグ	私は黒い<b>バッグ</b>を持っています。	わたし は くろい <b>ばっぐ</b> を もって います	I have a black bag.	0	0
